title,year,score
VWCADDY,2004,2
VWTRANSPORTER,1996,2
VWTIGUAN,2010,0
VWPASSATVARIANT,1997,2
VWPASSATVARIANT,2008,2
VWCARAVELLE,2008,1
VWPASSAT,2019,0
VWPOLO,2002,1
VWGOLF,1999,2
VWJETTA,2015,0
VWT-CROSS,2019,0
VWCADDYLIFE,2008,1
VWGOLF,1999,2
VWPASSAT,2006,2
VWCADDY,2012,0
VWGOLF,2008,2
VWTOURAN,2004,1
VWTOURAN,2007,2
VWLT35,1999,2
VWGOLF,1995,3
VWGOLF,2010,1
VWCRAFTER,2007,1
VWPASSAT,2007,1
VWPASSATVARIANT,2003,2
VWTRANSPORTER,1999,2
VWPASSAT,2008,1
VWPASSAT,2002,2
VWPASSATVARIANT,2003,1
VWCARAVELLE,2007,1
VWSHARAN,2001,1
VWTOUAREG,2006,2
VWTOURAN,2005,3
VWTOURAN,2013,1
VWGOLF,1999,1
VWGOLF,1999,1
VWSHARAN,2003,2
VWGOLFVARIANT,2001,2
VWTOURAN,2004,2
VWPOLO,2010,0
VWTOURAN,2004,1
VWGOLF,2018,0
VWGOLF,1998,1
VWCADDY,2016,0
VWGOLF,2000,2
VWCADDYLIFE,2006,1
VWTOUAREG,2009,0
VWCADDY,2008,2
VWPASSAT,2014,0
VWCADDY,2016,1
VWGOLF,1999,2
VWTRANSPORTER,2015,0
VWGOLFVARIANT,2003,1
VWPOLO,2002,1
VWGOLFVARIANT,2002,2
VWTOUAREG,2011,0
VWTRANSPORTER,2001,2
VWTRANSPORTER,1995,1
VWTRANSPORTER,2004,2
VWTOURAN,2007,2
VWPASSAT,2005,0
VWTOUAREG,2007,2
VWTIGUAN,2019,0
VWPASSAT,2017,1
VWSHARAN,2009,2
VWBORAVARIANT,2001,1
VWGOLF,2006,2
VWGOLF,2012,1
VWGOLF,2000,1
VWGOLFPLUS,2008,1
VWPASSATVARIANT,2000,2
VWGOLFVARIANT,1996,1
VWGOLFPLUS,2010,0
VWCADDY,2008,1
VWCARAVELLE,2000,2
VWGOLF,2005,1
VWPOLO,2010,0
VWSHARAN,2008,2
VWCRAFTER,2017,2
VWPASSATVARIANT,2002,1
VWGOLF,2001,1
VWCARAVELLE,1997,1
VWCADDY,2016,2
VWLUPO,2000,2
VWTOURAN,2010,1
VWTRANSPORTER,2005,2
VWPASSATVARIANT,2001,2
VWPASSAT,2006,0
VWBORA,2000,1
VWCADDY,2011,1
VWCARAVELLE,2006,1
VWSHARAN,2003,2
VWCARAVELLE,2007,1
VWGOLF,1998,2
VWTOURAN,2007,2
VWPASSATVARIANT,1997,2
VWSHARAN,2011,1
VWSHARAN,2002,1
VWPASSATVARIANT,1998,2
VWTRANSPORTER,2009,2
VWTOURAN,2006,2
VWPASSAT,2013,2
VWGOLFVARIANT,2004,2
VWSHARAN,2008,1
VWPASSAT,2017,0
VWGOLFVARIANT,1998,1
VWPASSATVARIANT,2002,2
VWGOLF,2002,2
VWMULTIVAN,2001,1
VWPOLO,1995,2
VWPASSAT,2003,1
VWGOLF,1998,2
VWPASSAT,2016,2
VWGOLF,1998,2
VWTOURAN,2008,0
VWGOLF,2013,1
VWPASSAT,1998,2
VWPASSAT,2006,2
VWCADDY,2012,0
VWTRANSPORTER,1992,2
VWGOLFVARIANT,2005,1
VWTOUAREG,2013,0
VWGOLF,2008,2
VWGOLFVARIANT,2001,1
VWSHARAN,2001,1
VWCADDY,2015,2
VWPASSAT,2007,1
VWPOLO,2010,2
VWGOLF,1984,2
VWBORA,2002,1
VWGOLF,1989,2
VWPASSAT,2005,0
VWGOLFVARIANT,1999,2
VWSHARAN,2011,1
VWGOLF,2013,0
VWTOURAN,2006,2
VWGOLFVARIANT,2002,2
VWPASSAT,2001,0
VWLT46,2004,2
VWFOX,2009,1
VWPASSATVARIANT,2000,2
VWTRANSPORTER,2010,0
VWTRANSPORTER,2001,2
VWGOLF,2002,1
VWTOURAN,2004,2
VWTOURAN,2008,1
VWJETTA,2006,1
VWGOLF,2003,2
VWCARAVELLE,2008,2
VWPOLO,2000,2
VWBORAVARIANT,1999,1
VWSHARAN,2013,0
VWGOLF,2012,0
VWMULTIVAN,1999,2
VWGOLF,2008,1
VWPOLO,2007,2
VWTIGUAN,2013,0
VWTRANSPORTER,2002,2
VWGOLF,1985,1
VWPOLO,2012,2
VWLT35,1999,2
VWPASSAT,2013,0
VWTIGUAN,2007,2
VWGOLF,2007,0
VWTOURAN,2015,1
VWSCIROCCO,2011,0
VWTIGUAN,2017,0
VWPASSATVARIANT,2004,2
VWPASSATVARIANT,1998,2
VWSHARAN,2000,2
VWGOLFVARIANT,1999,2
VWCADDY,2008,1
VWGOLF,2009,0
VWPASSAT,2011,2
VWGOLFVARIANT,2003,2
VWPASSAT,2008,2
VWCARAVELLE,1999,2
VWTOUAREG,2010,1
VWTRANSPORTER,1999,1
VWGOLF,2000,2
VWTOUAREG,2007,2
VWPOLO,2004,2
VWFOX,2005,2
VWPASSAT,2010,1
VWCADDY,2007,1
VWLT46,2006,2
VWBORA,1999,2
VWGOLF,2006,1
VWPASSAT,2008,2
VWTOURAN,2006,1
VWPASSAT,2015,2
VWGOLF,2002,1
VWTOURAN,2007,1
VWPASSAT,1998,2
VWCADDY,2014,0
VWGOLFVARIANT,2006,0
VWJETTA,2016,0
VWPASSAT,2014,0
VWPASSAT,2001,1
VWPASSAT,2008,1
VWLT35,2005,2
VWPASSAT,2012,1
VWTRANSPORTER,1999,1
VWPASSATVARIANT,1994,2
VWGOLF,2002,1
VWGOLF,2007,1
VWPASSAT,2007,2
VWGOLF,2007,2
VWCARAVELLE,1995,1
VWPASSAT,2013,0
VWCADDYLIFE,2009,1
VWT-ROC,2019,0
VWGOLF,2000,1
VWARTEON,2017,0
VWPASSATVARIANT,2001,1
VWPASSAT,2006,2
VWGOLF,2010,0
VWCADDY,2008,0
VWCADDYLIFE,2008,1
VWGOLF,1999,1
VWFOX,2005,1
VWGOLF,2004,0
VWGOLF,2008,1
VWTOUAREG,2004,1
VWTOURAN,2013,1
VWLT28,2001,1
VWGOLFPLUS,2005,0
VWGOLF,2016,0
VWGOLF,2005,2
VWGOLF,2008,0
VWPOLO,2003,2
VWPASSAT,2006,2
VWPASSATVARIANT,2002,2
VWPASSAT,2011,0
VWPASSATCC,2009,0
VWGOLF,1998,0
VWCARAVELLE,2007,1
VWGOLF,1990,2
VWGOLF,2008,0
VWPOLO,2008,1
VWGOLFVARIANT,1999,0
VWPASSATVARIANT,1990,1
VWGOLFVARIANT,1997,2
VWGOLF,2007,1
VWTOURAN,2003,2
VWPASSATVARIANT,2002,2
VWPASSAT,2007,1
VWGOLF,2013,0
VWTOURAN,2004,1
VWPASSAT,2010,0
VWGOLF,2004,1
VWGOLFVARIANT,2004,1
VWPOLO,2002,1
VWPASSAT,2008,1
VWGOLF,1992,2
VWGOLF,2007,1
VWPASSATVARIANT,2008,1
VWPASSATVARIANT,1998,1
VWCADDY,2012,0
VWTRANSPORTER,1993,2
VWTOURAN,2005,2
VWPASSATVARIANT,1998,2
VWPOLO,2014,0
VWTOURAN,2005,0
VWGOLFVARIANT,2004,1
VWSHARAN,2003,1
VWUP!,2019,0
VWPASSATVARIANT,2000,1
VWPASSATVARIANT,2004,2
VWTIGUAN,2015,0
VWPOLO,2007,1
VWPASSAT,2017,0
VWPASSAT,1990,0
VWTOUAREG,2007,0
VWPASSATVARIANT,2001,2
VWPASSAT,2006,2
VWSHARAN,2002,2
VWTOURAN,2007,1
VWPASSAT,2017,0
VWGOLF,1996,2
VWTIGUAN,2017,2
VWTOUAREG,2005,2
VWTIGUAN,2016,0
VWTOURAN,2007,1
VWPASSAT,2002,0
VWPASSAT,2016,0
VWPASSAT,2019,0
VWPASSAT,2006,0
VWMULTIVAN,2006,1
VWGOLF,2003,0
VWPASSATVARIANT,1990,2
VWPASSAT,1997,2
VWPOLO,2002,2
VWPASSAT,2004,2
VWTRANSPORTER,1997,1
VWGOLF,2006,2
VWSHARAN,2006,1
VWGOLFPLUS,2007,1
VWSHARAN,2003,1
VWGOLFPLUS,2010,0
VWPOLO,2011,0
VWGOLFPLUS,2005,1
VWGOLF,2010,1
VWPASSATVARIANT,1997,1
VWPASSAT,2009,0
VWMULTIVAN,2013,2
VWTRANSPORTER,2007,1
VWGOLFPLUS,2005,0
VWCADDYLIFE,2009,1
VWGOLF,2006,0
VWGOLF,1999,1
VWPASSATVARIANT,1997,1
VWPASSATVARIANT,1995,1
VWPASSATVARIANT,2002,2
VWGOLF,2008,1
VWTIGUAN,2016,0
VWPASSAT,2007,1
VWPASSAT,2007,0
VWGOLF,2014,0
VWJETTA,2016,0
VWTIGUAN,2008,0
VWTOUAREG,2008,1
VWGOLF,2011,0
VWGOLF,2017,2
VWPASSATVARIANT,2003,2
VWGOLF,1988,1
VWFOX,2007,2
VWGOLF,2011,0
VWPASSATVARIANT,2003,2
VWPASSAT,1998,2
VWPASSAT,2008,2
VWCARAVELLE,1997,2
VWPOLO,2008,2
VWLT35,2001,2
VWGOLF,2006,2
VWTOURAN,2005,1
VWSHARAN,2004,1
VWPASSATVARIANT,2003,1
VWPASSATVARIANT,2003,2
VWGOLFVARIANT,2004,2
VWMULTIVAN,1998,2
VWJETTA,2006,3
VWBEETLE,2016,1
VWGOLF,1998,1
VWPASSAT,1997,2
VWPASSAT,2001,2
VWGOLF,2002,2
VWSHARAN,2002,1
VWGOLFVARIANT,1999,1
VWPASSAT,2008,2
VWGOLFVARIANT,1999,1
VWPASSAT,2013,0
VWPASSAT,2015,0
VWGOLF,2011,0
VWPASSAT,2006,1
VWPASSATVARIANT,2003,0
VWJETTA,2015,0
VWSHARAN,2009,1
VWPASSAT,2011,0
VWTIGUAN,2019,0
VWPASSAT,2006,1
VWGOLF,1991,1
VWJETTA,2014,1
VWTOURAN,2007,2
VWGOLFVARIANT,2000,1
VWMULTIVAN,2007,2
VWGOLF,1999,2
VWPASSAT,2008,2
VWSHARAN,2002,1
VWGOLFPLUS,2012,2
VWGOLF,2008,2
VWT-ROC,2019,0
VWPASSATVARIANT,1998,1
VWGOLF,2003,0
VWGOLFPLUS,2005,2
VWPASSATVARIANT,2005,2
VWSHARAN,2015,0
VWARTEON,2017,2
VWTIGUAN,2017,0
VWGOLF,1998,1
VWPASSATVARIANT,1991,2
VWGOLF,2000,1
VWGOLF,2006,2
VWGOLF,2004,2
VWPOLO,2014,0
VWSHARAN,1998,1
VWPASSAT,2006,2
VWPASSATVARIANT,1998,2
VWGOLF,2007,0
VWGOLF,2016,0
VWGOLFVARIANT,1995,2
VWPOLO,2003,2
VWTOURAN,2004,1
VWJETTA,1990,1
VWGOLF,2007,2
VWBORA,1999,0
VWPASSAT,2014,0
VWPASSAT,2010,1
VWPASSATVARIANT,2003,2
VWPASSAT,2006,1
VWTOUAREG,2007,2
VWFOX,2011,2
VWGOLF,1999,2
VWTIGUAN,2019,0
VWPASSAT,2006,2
VWPASSAT,2006,1
VWPOLO,2001,3
VWTOUAREG,2008,2
VWGOLF,1999,2
VWTOURAN,2011,2
VWPASSATVARIANT,1999,1
VWPASSAT,2010,2
VWGOLFPLUS,2010,0
VWPASSAT,2015,0
VWSHARAN,2007,1
VWJETTA,2011,1
VWGOLF,2009,1
VWGOLF,2001,2
VWSHARAN,2004,2
VWGOLF,2014,2
VWTOURAN,2006,0
VWTRANSPORTER,2004,1
VWGOLF,2006,0
VWGOLFPLUS,2007,0
VWPASSAT,2007,2
VWPASSAT,2007,0
VWGOLF,2012,0
VWCRAFTER,2010,2
VWGOLF,1995,0
VWGOLF,1998,1
VWTOURAN,2004,1
VWLT35,2003,1
VWTOURAN,2006,1
VWLT35,2001,2
VWPASSAT,2009,1
VWCARAVELLE,2011,1
VWTRANSPORTER,2001,2
VWGOLF,2005,2
VWTOURAN,2007,0
VWTRANSPORTER,1999,2
VWGOLF,2015,0
VWGOLF,2010,2
VWGOLF,2001,1
VWGOLF,2005,2
VWTIGUAN,2011,0
VWCADDYLIFE,2008,1
VWPOLO,1999,0
VWPASSATVARIANT,1993,2
VWJETTA,2006,1
VWGOLF,2003,2
VWPASSAT,2008,2
VWGOLF,2001,1
VWPOLO,2003,0
VWGOLFVARIANT,2001,2
VWPASSATVARIANT,2002,1
VWBORAVARIANT,2001,2
VWBORAVARIANT,2002,2
VWPOLO,2000,1
VWPASSAT,2015,0
VWPASSAT,2012,0
VWVENTO,1993,0
VWTRANSPORTER,2014,1
VWSHARAN,2012,0
VWGOLF,2017,0
VWTRANSPORTER,2005,2
VWPASSAT,2007,1
VWGOLF,2001,2
VWGOLF,2017,0
VWPASSATVARIANT,2002,1
VWPASSATVARIANT,2002,2
VWGOLF,2017,0
VWPASSAT,2013,0
VWJETTA,2017,2
VWPOLO,2003,1
VWPASSAT,2019,0
VWTRANSPORTER,2015,1
VWFOX,2011,0
VWGOLF,2005,1
VWGOLF,2000,2
VWPASSAT,2006,2
VWGOLF,2000,2
VWT-ROC,2019,0
VWPOLO,2006,1
VWGOLF,2004,1
VWTOURAN,2006,1
VWGOLF,2017,0
VWGOLF,2012,2
VWSHARAN,1998,2
VWPASSATVARIANT,1996,2
VWTOURAN,2004,2
VWVENTO,1998,1
VWPASSAT,2009,1
VWPASSAT,1997,2
VWPASSAT,2004,1
VWLUPO,2000,1
VWPASSATVARIANT,2001,2
VWPASSATVARIANT,2006,2
VWLT35,2002,1
VWMULTIVAN,2007,1
VWGOLF,2013,0
VWPASSAT,2009,2
VWGOLF,2010,1
VWJETTA,2010,0
VWPOLO,2006,2
VWGOLF,1996,2
VWPASSATVARIANT,2001,2
VWGOLF,2001,1
VWPASSAT,2015,0
VWGOLF,1998,2
VWMULTIVAN,2013,0
VWCARAVELLE,1996,1
VWTIGUAN,2008,2
VWGOLF,1999,1
VWPASSAT,2017,0
VWPASSATVARIANT,2003,2
VWTOURAN,2012,0
VWGOLF,1998,1
VWPASSAT,2017,0
VWTIGUAN,2019,0
VWPASSATVARIANT,1999,1
VWGOLF,1992,1
VWCADDY,2010,1
VWPASSAT,2008,2
VWGOLF,2014,0
VWGOLF,2016,0
VWGOLF,1997,2
VWTOURAN,2004,1
VWTOUAREG,2005,1
VWPASSATVARIANT,1997,2
VWPASSAT,1999,1
VWCADDY,2014,0
VWGOLF,2008,2
VWGOLFVARIANT,2002,0
VWGOLFVARIANT,2000,1
VWPASSATVARIANT,1997,2
VWSHARAN,2004,2
VWGOLF,1998,1
VWTIGUAN,2017,0
VWGOLF,2003,2
VWTOURAN,2016,0
VWGOLF,1999,1
VWSHARAN,2008,1
VWGOLFPLUS,2008,1
VWPASSAT,2013,0
VWCRAFTER,2016,2
VWCADDY,2014,1
VWGOLFPLUS,2008,0
VWPASSATVARIANT,2004,1
VWTIGUAN,2019,0
VWSHARAN,2000,2
VWTRANSPORTER,2008,1
VWGOLF,2006,2
VWPOLO,2019,0
VWGOLF,1997,2
VWGOLF,1999,2
VWPASSAT,1999,2
VWCARAVELLE,1999,3
VWTOUAREG,2005,1
VWSHARAN,2001,1
VWPASSAT,2006,2
VWCADDY,2007,1
VWPASSATVARIANT,2005,1
VWJETTA,2006,2
VWPASSATVARIANT,2005,2
VWBORA,2003,1
VWPASSAT,2017,0
VWGOLF,1998,1
VWTOUAREG,2006,0
VWBORA,2001,1
VWPASSATVARIANT,1995,2
VWNEWBEETLE,1998,2
VWGOLF,2012,2
VWLT46,1998,2
VWPOLO,1996,1
VWPASSAT,1995,2
VWTOUAREG,2007,0
VWPASSATVARIANT,1998,2
VWSHARAN,2006,1
VWPOLO,2011,2
VWPASSAT,2001,2
VWTOURAN,2008,0
VWCRAFTER,2011,1
VWMULTIVAN,2013,1
VWCARAVELLE,2007,2
VWGOLF,2000,1
VWTRANSPORTER,2006,0
VWCADDY,2017,0
VWGOLF,1992,2
VWPASSATVARIANT,2002,0
VWPASSATVARIANT,2003,1
VWTRANSPORTER,2009,2
VWTOURAN,2004,1
VWCADDY,2014,1
VWGOLF,1997,2
VWMULTIVAN,2003,0
VWJETTA,2006,1
VWGOLF,2005,2
VWSHARAN,2005,2
VWSHARAN,2004,1
VWPASSAT,2009,1
VWPOLO,2000,1
VWTRANSPORTER,2005,2
VWPASSAT,2008,0
VWPASSAT,2008,2
VWGOLF,2000,1
VWTOURAN,2005,2
VWAMAROK,2015,0
VWPASSAT,2002,2
VWPASSATVARIANT,1997,1
VWTOURAN,2004,1
VWPASSAT,2015,0
VWCRAFTER,2013,2
VWPASSAT,2015,0
VWGOLF,2006,2
VWCRAFTER,2007,2
VWGOLFVARIANT,2003,0
VWTOURAN,2007,0
VWPASSAT,2007,2
VWCRAFTER,2015,2
VWCRAFTER,2012,1
VWPOLO,2002,1
VWCRAFTER,2014,2
VWCRAFTER,2012,0
VWTRANSPORTER,1994,1
VWPASSAT,1991,1
VWPASSATVARIANT,1995,2
VWSHARAN,1999,2
VWPOLO,2010,1
VWGOLF,2007,1
VWPOLO,2010,0
VWGOLF,1995,1
VWGOLF,1999,2
VWCARAVELLE,1998,2
VWTOUAREG,2006,1
VWGOLF,2003,2
VWGOLF,2017,1
VWGOLFPLUS,2005,2
VWMULTIVAN,2006,1
VWCADDY,2008,0
VWPASSATVARIANT,1994,2
VWGOLFVARIANT,2001,1
VWGOLF,2009,2
VWPOLO,2006,2
VWTOURAN,2015,0
VWCADDYLIFE,2004,0
VWSHARAN,2005,2
VWSHARAN,1998,2
VWTRANSPORTER,2007,2
VWTRANSPORTER,1994,2
VWTOUAREG,2008,2
VWCADDY,2000,2
VWPASSATVARIANT,1994,1
VWPASSAT,2011,0
VWSHARAN,2000,2
VWPASSAT,2007,1
VWGOLFPLUS,2008,0
VWGOLF,2017,0
VWPOLO,2014,2
VWPASSAT,1999,2
VWGOLF,1999,2
VWPASSAT,2010,1
VWPOLO,2006,1
VWPASSAT,2000,2
VWPASSAT,2016,0
VWCARAVELLE,1999,2
VWCC,2012,0
VWCADDYLIFE,2004,1
VWNEWBEETLE,1999,1
VWGOLF,2015,0
VWPASSAT,2001,2
VWGOLFPLUS,2012,0
VWGOLF,2000,2
VWGOLFVARIANT,2003,2
VWGOLF,2011,0
VWGOLF,1999,2
VWPASSATVARIANT,2003,0
VWGOLF,2015,2
VWPASSATVARIANT,1997,2
VWPASSATVARIANT,2002,2
VWCADDY,2011,1
VWCADDY,2007,2
VWPASSATVARIANT,1999,2
VWPASSAT,2015,0
VWPASSATVARIANT,1997,2
VWPASSATVARIANT,2000,1
VWPASSAT,2006,0
VWVENTO,1996,2
VWCARAVELLE,2007,0
VWPASSAT,2008,1
VWPASSAT,2010,0
VWGOLF,2000,2
VWMULTIVAN,1994,2
VWGOLF,2012,0
VWPASSAT,1988,1
VWPASSAT,2007,2
VWGOLF,1999,1
VWGOLF,2004,2
VWTOURAN,2006,1
VWT-ROC,2019,0
VWPASSATVARIANT,2005,1
VWJETTA,2006,2
VWGOLF,2008,1
VWTRANSPORTER,2008,1
VWGOLFVARIANT,2003,1
VWPASSAT,2007,2
VWTOURAN,2007,2
VWGOLF,1994,2
VWCADDY,2010,1
VWPASSAT,2019,0
VWGOLF,2000,1
VWCARAVELLE,1999,1
VWPASSAT,2009,2
VWGOLF,2001,2
VWPASSAT,2017,0
VWGOLF,2016,0
VWGOLFPLUS,2012,1
VWPASSATVARIANT,2001,1
VWTOUAREG,2005,2
VWSHARAN,2012,0
VWBORA,1999,1
VWPASSAT,2001,2
VWPASSATVARIANT,2002,2
VWCADDY,1999,2
VWGOLF,2017,0
VWGOLF,2003,2
VWSHARAN,1998,1
VWPASSAT,2007,1
VWTIGUAN,2013,1
VWGOLF,1991,2
VWCRAFTER,2011,1
VWPASSAT,1996,2
VWCADDY,2005,1
VWTOUAREG,2004,1
VWTIGUAN,2008,0
VWGOLF,2007,2
VWTRANSPORTER,1998,1
VWPASSAT,2007,1
VWPASSATVARIANT,2004,0
VWKOMBI,2019,0
VWGOLF,1999,1
VWPASSAT,2016,0
VWJETTA,2011,1
VWCARAVELLE,1999,1
VWPASSATVARIANT,2003,1
VWPASSAT,1985,1
VWBEETLE,2017,0
VWTIGUAN,2010,0
VWGOLF,2015,1
VWGOLFPLUS,2009,0
VWTOURAN,2006,0
VWTRANSPORTER,1998,2
VWCADDY,2011,0
VWJETTA,2007,2
VWPASSAT,2001,2
VWPASSATVARIANT,2006,2
VWTIGUAN,2010,0
VWPASSATVARIANT,2002,0
VWSHARAN,2013,0
VWPASSAT,2006,1
VWPASSAT,1997,1
VWPASSAT,2007,2
VWTOURAN,2010,0
VWCADDY,2016,0
VWSHARAN,2007,0
VWGOLF,2001,1
VWGOLF,2012,1
VWJETTA,2015,0
VWGOLF,2015,0
VWT-CROSS,2019,2
VWPASSATVARIANT,2004,0
VWPASSATVARIANT,2000,2
VWCARAVELLE,2005,2
VWTRANSPORTER,2005,2
VWTOURAN,2004,1
VWSHARAN,2000,2
VWTOURAN,2003,2
VWTIGUAN,2019,0
VWGOLF,2015,0
VWPASSATVARIANT,1999,1
VWTOURAN,2006,0
VWPASSATVARIANT,1996,1
VWTIGUAN,2017,0
VWGOLFPLUS,2010,0
VWTOURAN,2006,2
VWGOLF,1999,2
VWGOLF,2015,0
VWTRANSPORTER,2005,2
VWCRAFTER,2007,2
VWPOLO,2008,0
VWTOURAN,2012,2
VWTOURAN,2008,0
VWGOLFVARIANT,2004,2
VWCADDY,2011,1
VWCARAVELLE,2011,2
VWPASSATVARIANT,1996,2
VWGOLF,2001,1
VWTRANSPORTER,2011,1
VWLT46,2005,2
VWGOLF,1996,1
VWPASSATVARIANT,1994,2
VWPASSATVARIANT,1998,0
VWGOLFPLUS,2006,0
VWCRAFTER,2018,1
VWGOLF,2017,0
VWCARAVELLE,1992,2
VWGOLF,2000,1
VWTOURAN,2006,1
VWTRANSPORTER,2005,2
VWSHARAN,1999,1
VWTOUAREG,2003,1
VWPASSATCC,2010,2
VWPASSAT,2012,1
VWCARAVELLE,2001,2
VWBORAVARIANT,2000,1
VWCRAFTER,2019,0
VWCADDY,2007,1
VWGOLFSPORTSVAN,2017,0
VWGOLF,2009,2
VWPASSATVARIANT,1998,2
VWPASSATVARIANT,1998,1
VWBORAVARIANT,2002,2
VWPOLO,2008,2
VWTOURAN,2012,2
VWCRAFTER,2019,0
VWTRANSPORTER,2007,2
VWPASSAT,2008,1
VWCADDYLIFE,2008,2
VWCC,2014,0
VWGOLF,2002,1
VWPASSATVARIANT,1999,2
VWGOLFVARIANT,2000,2
VWPASSAT,2017,1
VWGOLF,2017,0
VWGOLF,1999,3
VWGOLF,1999,1
VWCRAFTER,2020,0
VWGOLF,2000,0
VWCARAVELLE,1996,1
VWGOLF,2017,0
VWGOLF,2004,0
VWCRAFTER,2017,0
VWGOLF,2001,2
VWGOLF,2015,1
VWPASSATVARIANT,2001,2
VWTOURAN,2017,0
VWPASSATVARIANT,1992,1
VWCADDY,2014,1
VWCRAFTER,2014,0
VWGOLFVARIANT,1995,2
VWGOLF,2012,2
VWPASSAT,2008,0
VWCARAVELLE,2007,1
VWTOURAN,2012,1
VWPASSATVARIANT,2001,1
VWPOLO,2007,1
VWSHARAN,2006,1
VWTOUAREG,2007,0
VWGOLFSPORTSVAN,2014,0
VWPASSAT,2007,1
VWTRANSPORTER,1998,2
VWPASSAT,1998,2
VWAMAROK,2015,2
VWTOUAREG,2006,2
VWPASSAT,2009,1
VWCADDYLIFE,2008,0
VWPASSATVARIANT,1996,2
VWPOLO,2015,0
VWGOLFVARIANT,2005,1
VWSHARAN,1999,1
VWGOLF,1996,2
VWPASSATVARIANT,1996,2
VWGOLFPLUS,2008,0
VWTOURAN,2007,1
VWLT35,2006,2
VWGOLF,1994,1
VWTOURAN,2004,1
VWGOLF,2009,2
VWBORA,2001,2
VWPASSAT,2000,2
VWPASSAT,2016,0
VWCRAFTER,2007,2
VWCRAFTER,2010,0
VWTOURAN,2006,2
VWPOLO,2002,2
VWTRANSPORTER,1992,2
VWPASSATVARIANT,1997,1
VWGOLFVARIANT,2009,1
VWGOLF,2004,1
VWTRANSPORTER,2007,2
VWCARAVELLE,2004,2
VWGOLF,2016,0
VWTOUAREG,2005,2
VWCRAFTER,2019,0
VWPASSATVARIANT,1999,2
VWTRANSPORTER,2002,2
VWPASSATVARIANT,1989,2
VWPASSATVARIANT,2006,2
VWPASSATVARIANT,2002,1
VWGOLFVARIANT,1995,2
VWTOURAN,2007,0
VWPASSAT,1997,2
VWGOLF,2003,0
VWSHARAN,2010,0
VWGOLFVARIANT,2001,2
VWTOURAN,2006,0
VWCADDY,2018,0
VWPASSAT,2019,0
VWPASSAT,2004,2
VWTRANSPORTER,1995,2
VWCADDY,2017,2
VWSHARAN,2005,1
VWGOLF,2017,1
VWGOLF,2004,2
VWT-ROC,2019,0
VWPOLO,1996,2
VWCRAFTER,2012,2
VWGOLF,2010,0
VWGOLF,2010,0
VWPASSAT,2007,1
VWCADDY,2007,2
VWTIGUAN,2016,0
VWSHARAN,2002,2
VWPASSATVARIANT,1999,3
VWGOLFPLUS,2006,2
VWGOLF,2006,1
VWTOUAREG,2005,2
VWGOLF,2017,0
VWTOURAN,2007,2
VWPOLOVARIANT,2000,1
VWLUPO,2001,2
VWTIGUAN,2019,0
VWGOLFVARIANT,2006,1
VWTOURAN,2004,2
VWGOLFVARIANT,2003,1
VWLT35,2002,1
VWTRANSPORTER,2000,2
VWPASSAT,2006,1
VWSHARAN,2001,1
VWCRAFTER,2015,1
VWSHARAN,2001,1
VWBORA,2001,2
VWBORAVARIANT,2003,1
VWGOLFVARIANT,2003,0
VWPASSATVARIANT,1998,2
VWGOLF,2004,2
VWCRAFTER4MOTION,2015,2
VWGOLF,2019,0
VWTOUAREG,2003,2
VWGOLFPLUS,2007,2
VWPASSAT,2011,0
VWPASSAT,2013,0
VWGOLF,2001,1
VWPASSAT,1997,2
VWTOURAN,2005,1
VWLT35,2002,2
VWGOLFVARIANT,2004,2
VWPASSAT,2011,0
VWCRAFTER,2008,1
VWGOLFVARIANT,2006,2
VWCARAVELLE,1999,1
VWLT35,2002,1
VWGOLF,2013,1
VWGOLF,2002,2
VWLT35,2000,2
VWGOLF,2001,1
VWPASSAT,2019,0
VWJETTA,2006,2
VWGOLF,2017,0
VWJETTA,2015,0
VWBORA,2003,1
VWPASSAT,2007,2
VWCADDY,2001,2
VWTOURAN,2006,1
VWNEWBEETLE,2004,0
VWGOLF,1983,0
VWGOLF,1999,1
VWPASSAT,2015,0
VWCRAFTER,2009,0
VWGOLF,1990,1
VWGOLF,1988,1
VWPASSAT,2001,2
VWGOLF,2000,2
VWGOLF,2013,0
VWPASSATVARIANT,1998,1
VWPASSATVARIANT,2003,2
VWTOURAN,2004,2
VWPASSAT,2007,1
VWTIGUAN,2017,0
VWPASSAT,2010,0
VWTOURAN,2005,2
VWBEETLE,2000,2
VWCRAFTER,2015,2
VWPASSAT,2007,1
VWAMAROK,2016,1
VWGOLF,2006,1
VWPASSAT,2011,0
VWPASSAT,2002,2
VWPOLO,2011,0
VWPOLO,2003,2
VWGOLF,2008,2
VWSHARAN,2008,1
VWPASSAT,2016,0
VWPOLO,2007,1
VWCRAFTER,2006,2
VWTRANSPORTER,2001,1
VWAMAROK,2017,0
VWPASSAT,2011,0
VWTOURAN,2007,2
VWTOURAN,2007,2
VWSHARAN,1999,1
VWPASSAT,2010,2
VWPOLO,2016,2
VWGOLF,1999,1
VWGOLF,2002,2
VWCADDY,2015,0
VWJETTA,2006,1
VWTIGUAN,2010,0
VWGOLF,2007,2
VWTOUAREG,2006,0
VWTOURAN,2004,0
VWTIGUAN,2008,0
VWCADDY,2013,0
VWTRANSPORTER,1992,2
VWGOLF,2017,0
VWTIGUAN,2019,0
VWCC,2013,0
VWPASSATCC,2008,1
VWGOLF,2009,1
VWCADDY,2015,2
